"libro","titulo","capitulo","seccion","articulo","url"
"LIBRO II","Título ","Capítulo I",NA,"449/","https://www.conceptosjuridicos.com/codigo-penal-articulo-449/"
"LIBRO II","Título ","Capítulo I",NA,"450/","https://www.conceptosjuridicos.com/codigo-penal-articulo-450/"
"LIBRO II","Título ","Capítulo III",NA,"451/","https://www.conceptosjuridicos.com/codigo-penal-articulo-451/"
"LIBRO II","Título ","Capítulo III",NA,"452/","https://www.conceptosjuridicos.com/codigo-penal-articulo-452/"
"LIBRO II","Título ","Capítulo III",NA,"453/","https://www.conceptosjuridicos.com/codigo-penal-articulo-453/"
"LIBRO II","Título ","Capítulo III",NA,"454/","https://www.conceptosjuridicos.com/codigo-penal-articulo-454/"
"LIBRO II","Título ","Capítulo III",NA,"455/","https://www.conceptosjuridicos.com/codigo-penal-articulo-455/"
"LIBRO II","Título ","Capítulo V",NA,"456/","https://www.conceptosjuridicos.com/codigo-penal-articulo-456/"
"LIBRO II","Título ","Capítulo V",NA,"457/","https://www.conceptosjuridicos.com/codigo-penal-articulo-457/"
"LIBRO II","Título ","Capítulo VI",NA,"458/","https://www.conceptosjuridicos.com/codigo-penal-articulo-458/"
"LIBRO II","Título ","Capítulo VI",NA,"459/","https://www.conceptosjuridicos.com/codigo-penal-articulo-459/"
"LIBRO II","Título ","Capítulo VI",NA,"460/","https://www.conceptosjuridicos.com/codigo-penal-articulo-460/"
"LIBRO II","Título ","Capítulo VI",NA,"461/","https://www.conceptosjuridicos.com/codigo-penal-articulo-461/"
"LIBRO II","Título ","Capítulo VI",NA,"462/","https://www.conceptosjuridicos.com/codigo-penal-articulo-462/"
"LIBRO II","Título ","Capítulo VII",NA,"463/","https://www.conceptosjuridicos.com/codigo-penal-articulo-463/"
"LIBRO II","Título ","Capítulo VII",NA,"464/","https://www.conceptosjuridicos.com/codigo-penal-articulo-464/"
"LIBRO II","Título ","Capítulo VII",NA,"465/","https://www.conceptosjuridicos.com/codigo-penal-articulo-465/"
"LIBRO II","Título ","Capítulo VII",NA,"466/","https://www.conceptosjuridicos.com/codigo-penal-articulo-466/"
"LIBRO II","Título ","Capítulo VII",NA,"467/","https://www.conceptosjuridicos.com/codigo-penal-articulo-467/"
"LIBRO II","Título ","Capítulo VIII",NA,"468/","https://www.conceptosjuridicos.com/codigo-penal-articulo-468/"
"LIBRO II","Título ","Capítulo VIII",NA,"469/","https://www.conceptosjuridicos.com/codigo-penal-articulo-469/"
"LIBRO II","Título ","Capítulo VIII",NA,"470/","https://www.conceptosjuridicos.com/codigo-penal-articulo-470/"
"LIBRO II","Título ","Capítulo VIII",NA,"471/","https://www.conceptosjuridicos.com/codigo-penal-articulo-471/"
"LIBRO II","Título ","Capítulo IX",NA,"471-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-471-bis/"
"LIBRO II","Título ","Capítulo I",NA,"472/","https://www.conceptosjuridicos.com/codigo-penal-articulo-472/"
"LIBRO II","Título ","Capítulo I",NA,"473/","https://www.conceptosjuridicos.com/codigo-penal-articulo-473/"
"LIBRO II","Título ","Capítulo I",NA,"474/","https://www.conceptosjuridicos.com/codigo-penal-articulo-474/"
"LIBRO II","Título ","Capítulo I",NA,"475/","https://www.conceptosjuridicos.com/codigo-penal-articulo-475/"
"LIBRO II","Título ","Capítulo I",NA,"476/","https://www.conceptosjuridicos.com/codigo-penal-articulo-476/"
"LIBRO II","Título ","Capítulo I",NA,"477/","https://www.conceptosjuridicos.com/codigo-penal-articulo-477/"
"LIBRO II","Título ","Capítulo I",NA,"478/","https://www.conceptosjuridicos.com/codigo-penal-articulo-478/"
"LIBRO II","Título ","Capítulo I",NA,"479/","https://www.conceptosjuridicos.com/codigo-penal-articulo-479/"
"LIBRO II","Título ","Capítulo I",NA,"480/","https://www.conceptosjuridicos.com/codigo-penal-articulo-480/"
"LIBRO II","Título ","Capítulo I",NA,"481/","https://www.conceptosjuridicos.com/codigo-penal-articulo-481/"
"LIBRO II","Título ","Capítulo I",NA,"482/","https://www.conceptosjuridicos.com/codigo-penal-articulo-482/"
"LIBRO II","Título ","Capítulo I",NA,"483/","https://www.conceptosjuridicos.com/codigo-penal-articulo-483/"
"LIBRO II","Título ","Capítulo I",NA,"484/","https://www.conceptosjuridicos.com/codigo-penal-articulo-484/"
"LIBRO II","Título ","Capítulo II",NA,"485/","https://www.conceptosjuridicos.com/codigo-penal-articulo-485/"
"LIBRO II","Título ","Capítulo II",NA,"486/","https://www.conceptosjuridicos.com/codigo-penal-articulo-486/"
"LIBRO II","Título ","Capítulo II",NA,"487/","https://www.conceptosjuridicos.com/codigo-penal-articulo-487/"
"LIBRO II","Título ","Capítulo II",NA,"488/","https://www.conceptosjuridicos.com/codigo-penal-articulo-488/"
"LIBRO II","Título ","Capítulo II",NA,"489/","https://www.conceptosjuridicos.com/codigo-penal-articulo-489/"
"LIBRO II","Título ","Capítulo II",NA,"490/","https://www.conceptosjuridicos.com/codigo-penal-articulo-490/"
"LIBRO II","Título ","Capítulo II",NA,"491/","https://www.conceptosjuridicos.com/codigo-penal-articulo-491/"
"LIBRO II","Título ","Capítulo III","Sección I","492/","https://www.conceptosjuridicos.com/codigo-penal-articulo-492/"
"LIBRO II","Título ","Capítulo III","Sección I","493/","https://www.conceptosjuridicos.com/codigo-penal-articulo-493/"
"LIBRO II","Título ","Capítulo III","Sección I","494/","https://www.conceptosjuridicos.com/codigo-penal-articulo-494/"
"LIBRO II","Título ","Capítulo III","Sección I","495/","https://www.conceptosjuridicos.com/codigo-penal-articulo-495/"
"LIBRO II","Título ","Capítulo III","Sección I","496/","https://www.conceptosjuridicos.com/codigo-penal-articulo-496/"
"LIBRO II","Título ","Capítulo III","Sección I","497/","https://www.conceptosjuridicos.com/codigo-penal-articulo-497/"
"LIBRO II","Título ","Capítulo III","Sección I","498/","https://www.conceptosjuridicos.com/codigo-penal-articulo-498/"
"LIBRO II","Título ","Capítulo III","Sección I","499/","https://www.conceptosjuridicos.com/codigo-penal-articulo-499/"
"LIBRO II","Título ","Capítulo III","Sección I","500/","https://www.conceptosjuridicos.com/codigo-penal-articulo-500/"
"LIBRO II","Título ","Capítulo III","Sección I","501/","https://www.conceptosjuridicos.com/codigo-penal-articulo-501/"
"LIBRO II","Título ","Capítulo III","Sección I","502/","https://www.conceptosjuridicos.com/codigo-penal-articulo-502/"
"LIBRO II","Título ","Capítulo III","Sección I","503/","https://www.conceptosjuridicos.com/codigo-penal-articulo-503/"
"LIBRO II","Título ","Capítulo III","Sección I","504/","https://www.conceptosjuridicos.com/codigo-penal-articulo-504/"
"LIBRO II","Título ","Capítulo III","Sección I","505/","https://www.conceptosjuridicos.com/codigo-penal-articulo-505/"
"LIBRO II","Título ","Capítulo III","Sección II","506/","https://www.conceptosjuridicos.com/codigo-penal-articulo-506/"
"LIBRO II","Título ","Capítulo III","Sección II","507/","https://www.conceptosjuridicos.com/codigo-penal-articulo-507/"
"LIBRO II","Título ","Capítulo III","Sección II","508/","https://www.conceptosjuridicos.com/codigo-penal-articulo-508/"
"LIBRO II","Título ","Capítulo III","Sección II","509/","https://www.conceptosjuridicos.com/codigo-penal-articulo-509/"
"LIBRO II","Título ","Capítulo IV","Sección I","510/","https://www.conceptosjuridicos.com/codigo-penal-articulo-510/"
"LIBRO II","Título ","Capítulo IV","Sección I","510-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-510-bis/"
"LIBRO II","Título ","Capítulo IV","Sección I","511/","https://www.conceptosjuridicos.com/codigo-penal-articulo-511/"
"LIBRO II","Título ","Capítulo IV","Sección I","512/","https://www.conceptosjuridicos.com/codigo-penal-articulo-512/"
"LIBRO II","Título ","Capítulo IV","Sección I","513/","https://www.conceptosjuridicos.com/codigo-penal-articulo-513/"
"LIBRO II","Título ","Capítulo IV","Sección I","514/","https://www.conceptosjuridicos.com/codigo-penal-articulo-514/"
"LIBRO II","Título ","Capítulo IV","Sección I","515/","https://www.conceptosjuridicos.com/codigo-penal-articulo-515/"
"LIBRO II","Título ","Capítulo IV","Sección I","517/","https://www.conceptosjuridicos.com/codigo-penal-articulo-517/"
"LIBRO II","Título ","Capítulo IV","Sección I","518/","https://www.conceptosjuridicos.com/codigo-penal-articulo-518/"
"LIBRO II","Título ","Capítulo IV","Sección I","519/","https://www.conceptosjuridicos.com/codigo-penal-articulo-519/"
"LIBRO II","Título ","Capítulo IV","Sección I","520/","https://www.conceptosjuridicos.com/codigo-penal-articulo-520/"
"LIBRO II","Título ","Capítulo IV","Sección I","521/","https://www.conceptosjuridicos.com/codigo-penal-articulo-521/"
"LIBRO II","Título ","Capítulo IV","Sección II","522/","https://www.conceptosjuridicos.com/codigo-penal-articulo-522/"
"LIBRO II","Título ","Capítulo IV","Sección II","523/","https://www.conceptosjuridicos.com/codigo-penal-articulo-523/"
"LIBRO II","Título ","Capítulo IV","Sección II","524/","https://www.conceptosjuridicos.com/codigo-penal-articulo-524/"
"LIBRO II","Título ","Capítulo IV","Sección II","525/","https://www.conceptosjuridicos.com/codigo-penal-articulo-525/"
"LIBRO II","Título ","Capítulo IV","Sección II","526/","https://www.conceptosjuridicos.com/codigo-penal-articulo-526/"
"LIBRO II","Título ","Capítulo V","Sección I","529/","https://www.conceptosjuridicos.com/codigo-penal-articulo-529/"
"LIBRO II","Título ","Capítulo V","Sección I","530/","https://www.conceptosjuridicos.com/codigo-penal-articulo-530/"
"LIBRO II","Título ","Capítulo V","Sección I","531/","https://www.conceptosjuridicos.com/codigo-penal-articulo-531/"
"LIBRO II","Título ","Capítulo V","Sección I","532/","https://www.conceptosjuridicos.com/codigo-penal-articulo-532/"
"LIBRO II","Título ","Capítulo V","Sección I","533/","https://www.conceptosjuridicos.com/codigo-penal-articulo-533/"
"LIBRO II","Título ","Capítulo V","Sección II","534/","https://www.conceptosjuridicos.com/codigo-penal-articulo-534/"
"LIBRO II","Título ","Capítulo V","Sección II","535/","https://www.conceptosjuridicos.com/codigo-penal-articulo-535/"
"LIBRO II","Título ","Capítulo V","Sección II","536/","https://www.conceptosjuridicos.com/codigo-penal-articulo-536/"
"LIBRO II","Título ","Capítulo V","Sección III","537/","https://www.conceptosjuridicos.com/codigo-penal-articulo-537/"
"LIBRO II","Título ","Capítulo V","Sección III","538/","https://www.conceptosjuridicos.com/codigo-penal-articulo-538/"
"LIBRO II","Título ","Capítulo V","Sección III","539/","https://www.conceptosjuridicos.com/codigo-penal-articulo-539/"
"LIBRO II","Título ","Capítulo V","Sección III","540/","https://www.conceptosjuridicos.com/codigo-penal-articulo-540/"
"LIBRO II","Título ","Capítulo V","Sección III","541/","https://www.conceptosjuridicos.com/codigo-penal-articulo-541/"
"LIBRO II","Título ","Capítulo V","Sección III","542/","https://www.conceptosjuridicos.com/codigo-penal-articulo-542/"
NA,NA,NA,NA,"543/","https://www.conceptosjuridicos.com/codigo-penal-articulo-543/"
"LIBRO II","Título ","Capítulo I",NA,"544/","https://www.conceptosjuridicos.com/codigo-penal-articulo-544/"
"LIBRO II","Título ","Capítulo I",NA,"545/","https://www.conceptosjuridicos.com/codigo-penal-articulo-545/"
"LIBRO II","Título ","Capítulo I",NA,"546/","https://www.conceptosjuridicos.com/codigo-penal-articulo-546/"
"LIBRO II","Título ","Capítulo I",NA,"547/","https://www.conceptosjuridicos.com/codigo-penal-articulo-547/"
"LIBRO II","Título ","Capítulo I",NA,"548/","https://www.conceptosjuridicos.com/codigo-penal-articulo-548/"
"LIBRO II","Título ","Capítulo I",NA,"549/","https://www.conceptosjuridicos.com/codigo-penal-articulo-549/"
"LIBRO II","Título ","Capítulo II",NA,"550/","https://www.conceptosjuridicos.com/codigo-penal-articulo-550/"
"LIBRO II","Título ","Capítulo II",NA,"551/","https://www.conceptosjuridicos.com/codigo-penal-articulo-551/"
"LIBRO II","Título ","Capítulo II",NA,"553/","https://www.conceptosjuridicos.com/codigo-penal-articulo-553/"
"LIBRO II","Título ","Capítulo II",NA,"554/","https://www.conceptosjuridicos.com/codigo-penal-articulo-554/"
"LIBRO II","Título ","Capítulo II",NA,"556/","https://www.conceptosjuridicos.com/codigo-penal-articulo-556/"
"LIBRO II","Título ","Capítulo III",NA,"557/","https://www.conceptosjuridicos.com/codigo-penal-articulo-557/"
"LIBRO II","Título ","Capítulo III",NA,"557-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-557-bis/"
"LIBRO II","Título ","Capítulo III",NA,"557-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-557-ter/"
"LIBRO II","Título ","Capítulo III",NA,"558/","https://www.conceptosjuridicos.com/codigo-penal-articulo-558/"
"LIBRO II","Título ","Capítulo III",NA,"559/","https://www.conceptosjuridicos.com/codigo-penal-articulo-559/"
"LIBRO II","Título ","Capítulo III",NA,"560/","https://www.conceptosjuridicos.com/codigo-penal-articulo-560/"
"LIBRO II","Título ","Capítulo III",NA,"561/","https://www.conceptosjuridicos.com/codigo-penal-articulo-561/"
"LIBRO II","Título ","Capítulo III",NA,"562/","https://www.conceptosjuridicos.com/codigo-penal-articulo-562/"
"LIBRO II","Título ","Capítulo V",NA,"563/","https://www.conceptosjuridicos.com/codigo-penal-articulo-563/"
"LIBRO II","Título ","Capítulo V",NA,"564/","https://www.conceptosjuridicos.com/codigo-penal-articulo-564/"
"LIBRO II","Título ","Capítulo V",NA,"565/","https://www.conceptosjuridicos.com/codigo-penal-articulo-565/"
"LIBRO II","Título ","Capítulo V",NA,"566/","https://www.conceptosjuridicos.com/codigo-penal-articulo-566/"
"LIBRO II","Título ","Capítulo V",NA,"567/","https://www.conceptosjuridicos.com/codigo-penal-articulo-567/"
"LIBRO II","Título ","Capítulo V",NA,"568/","https://www.conceptosjuridicos.com/codigo-penal-articulo-568/"
"LIBRO II","Título ","Capítulo V",NA,"569/","https://www.conceptosjuridicos.com/codigo-penal-articulo-569/"
"LIBRO II","Título ","Capítulo V",NA,"570/","https://www.conceptosjuridicos.com/codigo-penal-articulo-570/"
"LIBRO II","Título ","Capítulo VI",NA,"570-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-570-bis/"
"LIBRO II","Título ","Capítulo VI",NA,"570-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-570-ter/"
"LIBRO II","Título ","Capítulo ",NA,"570-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-570-quater/"
"LIBRO II","Título ","Capítulo VII","Sección I","571/","https://www.conceptosjuridicos.com/codigo-penal-articulo-571/"
"LIBRO II","Título ","Capítulo VII","Sección I","572/","https://www.conceptosjuridicos.com/codigo-penal-articulo-572/"
"LIBRO II","Título ","Capítulo V","Sección II","573/","https://www.conceptosjuridicos.com/codigo-penal-articulo-573/"
"LIBRO II","Título ","Capítulo V","Sección II","573-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-573-bis/"
"LIBRO II","Título ","Capítulo V","Sección II","574/","https://www.conceptosjuridicos.com/codigo-penal-articulo-574/"
"LIBRO II","Título ","Capítulo V","Sección II","575/","https://www.conceptosjuridicos.com/codigo-penal-articulo-575/"
"LIBRO II","Título ","Capítulo V","Sección II","576/","https://www.conceptosjuridicos.com/codigo-penal-articulo-576/"
"LIBRO II","Título ","Capítulo V","Sección II","577/","https://www.conceptosjuridicos.com/codigo-penal-articulo-577/"
"LIBRO II","Título ","Capítulo VII","Sección II","578/","https://www.conceptosjuridicos.com/codigo-penal-articulo-578/"
"LIBRO II","Título ","Capítulo ","Sección II","579/","https://www.conceptosjuridicos.com/codigo-penal-articulo-579/"
"LIBRO II","Título ","Capítulo ","Sección II","579-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-579-bis/"
"LIBRO II","Título ","Capítulo VII","Sección II","580/","https://www.conceptosjuridicos.com/codigo-penal-articulo-580/"
"LIBRO II","Título ","Capítulo VII","Sección II","580-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-580-bis/"
"LIBRO II","Título ","Capítulo I",NA,"581/","https://www.conceptosjuridicos.com/codigo-penal-articulo-581/"
"LIBRO II","Título ","Capítulo I",NA,"582/","https://www.conceptosjuridicos.com/codigo-penal-articulo-582/"
"LIBRO II","Título ","Capítulo I",NA,"583/","https://www.conceptosjuridicos.com/codigo-penal-articulo-583/"
"LIBRO II","Título ","Capítulo I",NA,"584/","https://www.conceptosjuridicos.com/codigo-penal-articulo-584/"
"LIBRO II","Título ","Capítulo I",NA,"585/","https://www.conceptosjuridicos.com/codigo-penal-articulo-585/"
"LIBRO II","Título ","Capítulo I",NA,"586/","https://www.conceptosjuridicos.com/codigo-penal-articulo-586/"
"LIBRO II","Título ","Capítulo I",NA,"587/","https://www.conceptosjuridicos.com/codigo-penal-articulo-587/"
"LIBRO II","Título ","Capítulo I",NA,"588/","https://www.conceptosjuridicos.com/codigo-penal-articulo-588/"
"LIBRO II","Título ","Capítulo II",NA,"589/","https://www.conceptosjuridicos.com/codigo-penal-articulo-589/"
"LIBRO II","Título ","Capítulo II",NA,"590/","https://www.conceptosjuridicos.com/codigo-penal-articulo-590/"
"LIBRO II","Título ","Capítulo II",NA,"591/","https://www.conceptosjuridicos.com/codigo-penal-articulo-591/"
"LIBRO II","Título ","Capítulo II",NA,"592/","https://www.conceptosjuridicos.com/codigo-penal-articulo-592/"
"LIBRO II","Título ","Capítulo II",NA,"593/","https://www.conceptosjuridicos.com/codigo-penal-articulo-593/"
"LIBRO II","Título ","Capítulo II",NA,"594/","https://www.conceptosjuridicos.com/codigo-penal-articulo-594/"
"LIBRO II","Título ","Capítulo II",NA,"595/","https://www.conceptosjuridicos.com/codigo-penal-articulo-595/"
"LIBRO II","Título ","Capítulo II",NA,"596/","https://www.conceptosjuridicos.com/codigo-penal-articulo-596/"
"LIBRO II","Título ","Capítulo II",NA,"597/","https://www.conceptosjuridicos.com/codigo-penal-articulo-597/"
"LIBRO II","Título ","Capítulo III",NA,"598/","https://www.conceptosjuridicos.com/codigo-penal-articulo-598/"
"LIBRO II","Título ","Capítulo III",NA,"599/","https://www.conceptosjuridicos.com/codigo-penal-articulo-599/"
"LIBRO II","Título ","Capítulo III",NA,"600/","https://www.conceptosjuridicos.com/codigo-penal-articulo-600/"
"LIBRO II","Título ","Capítulo III",NA,"601/","https://www.conceptosjuridicos.com/codigo-penal-articulo-601/"
"LIBRO II","Título ","Capítulo III",NA,"602/","https://www.conceptosjuridicos.com/codigo-penal-articulo-602/"
"LIBRO II","Título ","Capítulo III",NA,"603/","https://www.conceptosjuridicos.com/codigo-penal-articulo-603/"
"LIBRO II","Título ","Capítulo I",NA,"605/","https://www.conceptosjuridicos.com/codigo-penal-articulo-605/"
"LIBRO II","Título ","Capítulo I",NA,"606/","https://www.conceptosjuridicos.com/codigo-penal-articulo-606/"
"LIBRO II","Título ","Capítulo I",NA,"607/","https://www.conceptosjuridicos.com/codigo-penal-articulo-607/"
"LIBRO II","Título ","Capítulo I",NA,"607-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-607-bis/"
"LIBRO II","Título ","Capítulo III",NA,"608/","https://www.conceptosjuridicos.com/codigo-penal-articulo-608/"
"LIBRO II","Título ","Capítulo III",NA,"609/","https://www.conceptosjuridicos.com/codigo-penal-articulo-609/"
"LIBRO II","Título ","Capítulo III",NA,"610/","https://www.conceptosjuridicos.com/codigo-penal-articulo-610/"
"LIBRO II","Título ","Capítulo III",NA,"611/","https://www.conceptosjuridicos.com/codigo-penal-articulo-611/"
"LIBRO II","Título ","Capítulo III",NA,"612/","https://www.conceptosjuridicos.com/codigo-penal-articulo-612/"
"LIBRO II","Título ","Capítulo III",NA,"613/","https://www.conceptosjuridicos.com/codigo-penal-articulo-613/"
"LIBRO II","Título ","Capítulo III",NA,"614/","https://www.conceptosjuridicos.com/codigo-penal-articulo-614/"
"LIBRO II","Título ","Capítulo III",NA,"614-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-614-bis/"
"LIBRO II","Título ","Capítulo IV",NA,"615/","https://www.conceptosjuridicos.com/codigo-penal-articulo-615/"
"LIBRO II","Título ","Capítulo IV",NA,"615-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-615-bis/"
"LIBRO II","Título ","Capítulo IV",NA,"616/","https://www.conceptosjuridicos.com/codigo-penal-articulo-616/"
"LIBRO II","Título ","Capítulo IV",NA,"616-bis/","https://www.conceptosjuridicos.com/codigo-penal-articulo-616-bis/"
"LIBRO II","Título ","Capítulo V",NA,"616-ter/","https://www.conceptosjuridicos.com/codigo-penal-articulo-616-ter/"
"LIBRO II","Título ","Capítulo V",NA,"616-quater/","https://www.conceptosjuridicos.com/codigo-penal-articulo-616-quater/"
